ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
1767|0,7|Summer|821.0|706.0|0.8599269183922046|-200.0|36.0|1021.0|58.0|1360.0|674.0
1768|4,5|Winter|1501.0|1367.0|0.9107261825449701|-200.0|766.0|465.0|174.0|1558.0|1856.0
1769|-200|Fall|1232.0|1210.0|0.9821428571428571|-200.0|-200.0|565.0|-200.0|1832.0|1478.0
1770|3,3|Spring|1308.0|1193.0|0.9120795107033639|388.0|163.0|793.0|106.0|1193.0|1187.0
1771|2,6|Spring|1495.0|1040.0|0.6956521739130435|-200.0|168.0|809.0|105.0|1735.0|1373.0
1772|0,5|Spring|903.0|656.0|0.7264673311184939|-200.0|38.0|1155.0|37.0|1361.0|618.0
1773|-200|Fall|1538.0|1362.0|0.8855656697009102|-200.0|-200.0|473.0|-200.0|1924.0|1793.0
1774|1,1|Spring|1023.0|690.0|0.6744868035190615|-200.0|210.0|833.0|117.0|1049.0|1006.0
1775|3,3|Spring|1138.0|1063.0|0.9340949033391915|-200.0|169.0|804.0|122.0|1728.0|983.0
1776|2,3|Winter|1233.0|1030.0|0.8353609083536091|-200.0|388.0|619.0|176.0|1257.0|1291.0
1777|2,3|Summer|1078.0|1121.0|1.0398886827458256|-200.0|149.0|818.0|119.0|1806.0|963.0
1778|1,4|Spring|1146.0|923.0|0.8054101221640488|156.0|79.0|845.0|96.0|1575.0|1166.0
1779|-200|Summer|999.0|853.0|0.8538538538538538|-200.0|63.0|951.0|49.0|1756.0|885.0
1780|-200|Spring|1158.0|892.0|0.770293609671848|-200.0|-200.0|870.0|-200.0|1494.0|1242.0
1781|5,1|Summer|1611.0|1552.0|0.9633767846058349|-200.0|317.0|487.0|206.0|2371.0|1948.0
1782|1,8|Spring|1237.0|997.0|0.8059822150363783|-200.0|97.0|800.0|87.0|1688.0|924.0
1783|1,4|Winter|992.0|800.0|0.8064516129032258|-200.0|327.0|797.0|183.0|1007.0|934.0
1784|3,1|Winter|1365.0|1192.0|0.8732600732600733|-200.0|340.0|492.0|128.0|1593.0|1486.0
1785|0,6|Spring|866.0|686.0|0.792147806004619|-200.0|55.0|1135.0|48.0|1405.0|741.0
1786|1,1|Spring|885.0|772.0|0.8723163841807909|-200.0|57.0|1035.0|56.0|1450.0|524.0
1787|-200|Fall|1337.0|1339.0|1.0014958863126402|-200.0|-200.0|525.0|-200.0|1870.0|1622.0
1788|2,8|Winter|1148.0|1054.0|0.9181184668989547|-200.0|353.0|631.0|177.0|1233.0|1157.0
1789|-200|Summer|1005.0|792.0|0.7880597014925373|-200.0|-200.0|809.0|-200.0|1638.0|725.0
1790|-200|Spring|742.0|489.0|0.6590296495956873|-200.0|19.0|1559.0|30.0|1048.0|403.0
1791|2,6|Fall|982.0|1003.0|1.0213849287169043|-200.0|498.0|1037.0|189.0|1117.0|1072.0
1792|2,2|Fall|1169.0|910.0|0.7784431137724551|-200.0|334.0|726.0|87.0|1563.0|992.0
1793|1,3|Summer|1043.0|843.0|0.8082454458293384|-200.0|64.0|799.0|68.0|1628.0|689.0
1794|-200|Fall|950.0|719.0|0.7568421052631579|-200.0|-200.0|982.0|-200.0|1372.0|771.0
1795|2|Summer|969.0|983.0|1.0144478844169247|-200.0|97.0|853.0|101.0|1680.0|862.0
1796|1,0|Spring|1189.0|837.0|0.7039529015979815|-200.0|323.0|665.0|172.0|1204.0|1208.0
1797|0,1|Spring|1050.0|660.0|0.6285714285714286|-200.0|173.0|860.0|113.0|1071.0|526.0
1798|2,7|Fall|1144.0|1096.0|0.958041958041958|-200.0|531.0|643.0|167.0|1394.0|1258.0
1799|3,0|Winter|-200.0|-200.0|1.0|-200.0|473.0|-200.0|172.0|-200.0|-200.0
1800|0,7|Summer|841.0|673.0|0.8002378121284186|-200.0|40.0|1061.0|56.0|1394.0|451.0
1801|2,3|Fall|1163.0|980.0|0.8426483233018057|-200.0|467.0|654.0|106.0|1327.0|1299.0
1802|0,5|Fall|804.0|601.0|0.7475124378109452|-200.0|57.0|1122.0|50.0|1281.0|646.0
1803|-200|Fall|947.0|821.0|0.866948257655755|-200.0|-200.0|900.0|-200.0|1302.0|697.0
1804|-200|Spring|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1805|3,8|Winter|-200.0|-200.0|1.0|-200.0|349.0|-200.0|223.0|-200.0|-200.0
1806|1,2|Spring|1044.0|770.0|0.7375478927203065|100.0|85.0|1031.0|70.0|1425.0|944.0
1807|2,4|Winter|1280.0|1029.0|0.80390625|-200.0|399.0|564.0|123.0|1366.0|1363.0
1808|2,9|Spring|1353.0|1122.0|0.8292682926829268|185.0|190.0|922.0|126.0|1740.0|1139.0
1809|2,9|Spring|1309.0|1125.0|0.8594346829640948|279.0|181.0|844.0|103.0|1687.0|1183.0
1810|0,7|Summer|838.0|726.0|0.8663484486873508|-200.0|46.0|1056.0|61.0|1382.0|440.0
1811|0,7|Winter|885.0|655.0|0.7401129943502824|-200.0|145.0|996.0|68.0|1015.0|848.0
1812|1,6|Winter|1133.0|811.0|0.7157987643424537|-200.0|215.0|708.0|136.0|1182.0|1031.0
1813|4,6|Winter|1651.0|1234.0|0.7474258025439128|-200.0|527.0|501.0|184.0|1513.0|2020.0
1814|0,4|Summer|809.0|664.0|0.8207663782447466|-200.0|28.0|1185.0|40.0|1270.0|427.0
1815|4,9|Fall|1424.0|1417.0|0.9950842696629213|-200.0|-200.0|488.0|-200.0|2092.0|1674.0
1816|-200|Spring|995.0|808.0|0.8120603015075377|-200.0|-200.0|1028.0|-200.0|1479.0|685.0
1817|2,0|Spring|971.0|917.0|0.9443872296601442|-200.0|397.0|802.0|178.0|885.0|952.0
1818|-200|Fall|886.0|686.0|0.7742663656884876|-200.0|-200.0|970.0|-200.0|1278.0|654.0
1819|3,2|Spring|1439.0|1159.0|0.8054204308547602|224.0|193.0|764.0|125.0|1856.0|1494.0
1820|0,9|Summer|958.0|805.0|0.8402922755741128|-200.0|92.0|886.0|74.0|1551.0|835.0
1821|1,7|Winter|1013.0|795.0|0.7847976307996052|-200.0|209.0|826.0|81.0|1257.0|848.0
1822|8,3|Fall|1623.0|1547.0|0.9531731361675909|-200.0|832.0|414.0|188.0|2040.0|1883.0
1823|4,5|Fall|1494.0|1443.0|0.9658634538152611|-200.0|467.0|454.0|119.0|2020.0|1795.0
1824|2,5|Spring|1035.0|961.0|0.9285024154589372|-200.0|374.0|726.0|204.0|985.0|1027.0
1825|1,7|Spring|997.0|947.0|0.9498495486459378|-200.0|106.0|998.0|87.0|1460.0|815.0
1826|5,7|Winter|1578.0|1527.0|0.967680608365019|-200.0|875.0|419.0|179.0|1761.0|2086.0
1827|1,9|Fall|1030.0|899.0|0.8728155339805825|-200.0|234.0|767.0|118.0|1275.0|836.0
1828|-200|Summer|1040.0|1022.0|0.9826923076923076|-200.0|-200.0|713.0|-200.0|1624.0|998.0
1829|2,5|Winter|1187.0|970.0|0.8171861836562764|-200.0|477.0|625.0|199.0|1174.0|1203.0
1830|0,3|Summer|749.0|543.0|0.7249666221628839|-200.0|16.0|1238.0|23.0|1244.0|462.0
1831|-200|Spring|1005.0|894.0|0.8895522388059701|-200.0|-200.0|956.0|-200.0|1530.0|714.0
1832|3,3|Summer|1394.0|1294.0|0.9282639885222381|-200.0|266.0|555.0|190.0|2031.0|1834.0
1833|1,7|Winter|1177.0|871.0|0.740016992353441|-200.0|244.0|660.0|116.0|1292.0|1192.0
1834|4,1|Fall|1499.0|1501.0|1.0013342228152102|-200.0|433.0|469.0|97.0|2130.0|1565.0
1835|5|Fall|1521.0|1470.0|0.9664694280078896|-200.0|677.0|446.0|139.0|1977.0|1720.0
1836|2,2|Summer|1072.0|1039.0|0.9692164179104478|-200.0|120.0|745.0|127.0|1611.0|817.0
1837|-200|Summer|1049.0|853.0|0.8131553860819828|-200.0|-200.0|699.0|-200.0|1605.0|882.0
1838|1,3|Winter|1113.0|776.0|0.6972147349505841|-200.0|193.0|828.0|114.0|1217.0|881.0
1839|1,8|Winter|1069.0|918.0|0.8587464920486436|-200.0|276.0|724.0|164.0|1045.0|936.0
1840|4,4|Spring|1448.0|1187.0|0.8197513812154696|-200.0|668.0|471.0|217.0|1490.0|1814.0
1841|0,8|Spring|861.0|601.0|0.6980255516840883|51.0|39.0|1351.0|51.0|1225.0|439.0
1842|1,4|Winter|1073.0|867.0|0.8080149114631874|-200.0|336.0|768.0|89.0|1329.0|981.0
1843|2,3|Spring|1215.0|1116.0|0.9185185185185185|-200.0|116.0|784.0|125.0|1715.0|852.0
1844|0,5|Spring|930.0|684.0|0.7354838709677419|-200.0|65.0|1059.0|75.0|1220.0|779.0
1845|-200|Summer|1526.0|1495.0|0.9796854521625163|-200.0|286.0|471.0|140.0|2405.0|1904.0
1846|0,5|Summer|903.0|631.0|0.698781838316722|-200.0|-200.0|1070.0|-200.0|1458.0|550.0
1847|1,3|Fall|1016.0|888.0|0.8740157480314961|-200.0|169.0|776.0|64.0|1485.0|1040.0
1848|2,2|Spring|1025.0|913.0|0.8907317073170732|-200.0|272.0|724.0|162.0|1035.0|814.0
1849|2,4|Spring|1159.0|1061.0|0.9154443485763589|-200.0|138.0|812.0|122.0|1648.0|1174.0
1850|2,5|Summer|1182.0|1120.0|0.9475465313028765|-200.0|137.0|735.0|126.0|1893.0|1095.0
1851|1,4|Winter|1411.0|1191.0|0.8440822111977321|-200.0|570.0|519.0|135.0|1426.0|1920.0
1852|1,4|Fall|1022.0|744.0|0.7279843444227005|-200.0|149.0|1224.0|87.0|1210.0|847.0
1853|-200|Fall|1101.0|1124.0|1.0208900999091735|-200.0|-200.0|646.0|-200.0|1521.0|1217.0
1854|2,5|Winter|1106.0|891.0|0.8056057866184448|-200.0|320.0|708.0|191.0|1058.0|1025.0
1855|-200|Fall|1359.0|1195.0|0.8793230316409124|-200.0|-200.0|542.0|-200.0|1784.0|1376.0
1856|2,3|Spring|1408.0|1052.0|0.7471590909090909|294.0|149.0|761.0|124.0|1684.0|1443.0
1857|2,6|Spring|1081.0|950.0|0.8788159111933395|236.0|124.0|907.0|109.0|1496.0|924.0
1858|1,9|Winter|1232.0|903.0|0.7329545454545454|-200.0|284.0|626.0|127.0|1313.0|1152.0
1859|3,4|Fall|1166.0|1265.0|1.0849056603773586|-200.0|481.0|640.0|174.0|1570.0|1502.0
1860|1,6|Fall|852.0|919.0|1.0786384976525822|-200.0|363.0|967.0|149.0|831.0|855.0
1861|2,1|Fall|1083.0|984.0|0.9085872576177285|-200.0|251.0|784.0|115.0|1485.0|1049.0
1862|1,7|Summer|1163.0|893.0|0.7678417884780739|-200.0|90.0|706.0|83.0|1760.0|977.0
1863|0,6|Fall|713.0|539.0|0.7559607293127629|-200.0|110.0|1593.0|62.0|829.0|380.0
1864|-200|Spring|943.0|660.0|0.6998939554612937|-200.0|-200.0|1163.0|-200.0|1297.0|862.0
1865|4,3|Winter|-200.0|-200.0|1.0|-200.0|873.0|-200.0|173.0|-200.0|-200.0
1866|1,1|Winter|975.0|707.0|0.7251282051282051|-200.0|192.0|860.0|128.0|902.0|1107.0
1867|3,2|Fall|1264.0|1138.0|0.9003164556962026|-200.0|412.0|579.0|86.0|1733.0|1245.0
1868|1,8|Winter|-200.0|-200.0|1.0|-200.0|219.0|-200.0|153.0|-200.0|-200.0
1869|4|Fall|1319.0|1230.0|0.9325246398786959|-200.0|494.0|551.0|109.0|1785.0|1381.0
1870|2|Spring|1209.0|863.0|0.7138130686517783|114.0|120.0|882.0|108.0|1547.0|1084.0
1871|2,4|Winter|1067.0|1059.0|0.9925023430178069|-200.0|337.0|671.0|181.0|1085.0|1163.0
